Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
O08816	reviewed	WASL_RAT	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	Wasl	Rattus norvegicus (Rat)	501	Wasl
Q62418	reviewed	DBNL_MOUSE	Drebrin-like protein (Actin-binding protein 1) (SH3 domain-containing protein 7)	Dbnl Abp1 Sh3p7	Mus musculus (Mouse)	436	Dbnl
Q69ZZ9	reviewed	K0754_MOUSE	Microtubule-actin cross-linking factor 1, isoforms 6/7 (Uncharacterized protein KIAA0754)	Macf1 Kiaa0754	Mus musculus (Mouse)	3305	Macf1
Q91YD9	reviewed	WASL_MOUSE	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	Wasl	Mus musculus (Mouse)	501	Wasl
Q95107	reviewed	WASL_BOVIN	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	WASL	Bos taurus (Bovine)	505	WASL
P04751	reviewed	ACTC_XENLA	Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Actin alpha 1) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]	actc1 acta1 actc	Xenopus laevis (African clawed frog)	377	actc1
P68139	reviewed	ACTS_CHICK	Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]	ACTA1 ACTA	Gallus gallus (Chicken)	377	ACTA1
Q9C5G5	reviewed	SAC7_ARATH	Phosphoinositide phosphatase SAC7 (AtSAC7) (EC 3.1.3.-) (Protein ROOT HAIR DEFECTIVE 4) (Protein SUPPRESSOR OF ACTIN 1C) (AtSAC1c) (Protein SUPPRESSOR OF ACTIN 7) (SAC domain protein 7) (SAC1-like protein AtSAC1c)	SAC7 RHD4 SAC1C At3g51460 F26O13.100	Arabidopsis thaliana (Mouse-ear cress)	597	SAC7
P62740	reviewed	ACTA_RABIT	Actin, aortic smooth muscle (EC 3.6.4.-) (Alpha-actin-2) [Cleaved into: Actin, aortic smooth muscle, intermediate form]	ACTA2 ACTSA ACTVS	Oryctolagus cuniculus (Rabbit)	377	ACTA2
P68137	reviewed	ACTS_PIG	Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]	ACTA1 ACTA	Sus scrofa (Pig)	377	ACTA1
P68135	reviewed	ACTS_RABIT	Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]	ACTA1 ACTA	Oryctolagus cuniculus (Rabbit)	377	ACTA1
Q5R9Q5	reviewed	ACTS_PONAB	Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]	ACTA1 ACTA	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	377	ACTA1
P32390	reviewed	ARP3_SCHPO	Actin-related protein 3 (Actin-like protein 3)	act2 SPAC630.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	427	act2
Q9UUJ1	reviewed	ARP2_SCHPO	Actin-related protein 2 (Actin-like protein 2)	arp2 SPAC11H11.06 SPAC22F8.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	390	arp2
Q9ERG0	reviewed	LIMA1_MOUSE	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN)	Lima1 D15Ertd366e Eplin	Mus musculus (Mouse)	753	Lima1
Q8BUZ1	reviewed	ABRA_MOUSE	Actin-binding Rho-activating protein (Striated muscle activator of Rho-dependent signaling) (STARS)	Abra	Mus musculus (Mouse)	375	Abra
Q9JHL4	reviewed	DBNL_RAT	Drebrin-like protein (Actin-binding protein 1) (Abp1) (SH3 domain-containing protein 7)	Dbnl Sh3p7	Rattus norvegicus (Rat)	436	Dbnl
Q9VEN1	reviewed	FLNA_DROME	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)	cher cheerio sko CG3937	Drosophila melanogaster (Fruit fly)	2210	cher
O88990	reviewed	ACTN3_MOUSE	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	Actn3	Mus musculus (Mouse)	900	Actn3
Q9JI91	reviewed	ACTN2_MOUSE	Alpha-actinin-2 (Alpha-actinin skeletal muscle isoform 2) (F-actin cross-linking protein)	Actn2	Mus musculus (Mouse)	894	Actn2
P0CT32	reviewed	EF1A2_DICDI	Elongation factor 1-alpha (EF-1-alpha) (50 kDa actin-binding protein) (ABP-50)	eef1a2 efaa2 efaAII DDB_G0269136	Dictyostelium discoideum (Social amoeba)	453	eef1a2
Q0III9	reviewed	ACTN3_BOVIN	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	ACTN3	Bos taurus (Bovine)	901	ACTN3
Q3ZC55	reviewed	ACTN2_BOVIN	Alpha-actinin-2 (Alpha-actinin skeletal muscle isoform 2) (F-actin cross-linking protein)	ACTN2	Bos taurus (Bovine)	894	ACTN2
Q80X90	reviewed	FLNB_MOUSE	Filamin-B (FLN-B) (ABP-280-like protein) (Actin-binding-like protein) (Beta-filamin)	Flnb	Mus musculus (Mouse)	2602	Flnb
P0A9X4	reviewed	MREB_ECOLI	Cell shape-determining protein MreB (Actin-like MreB protein) (Rod shape-determining protein MreB)	mreB envB rodY b3251 JW3220	Escherichia coli (strain K12)	347	mreB
P0CT31	reviewed	EF1A1_DICDI	Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.-) (50 kDa actin-binding protein) (ABP-50)	eef1a1 efaa1 efaAI DDB_G0269134	Dictyostelium discoideum (Social amoeba)	453	eef1a1
P68034	reviewed	ACTC_CHICK	Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]	ACTC1 ACTC	Gallus gallus (Chicken)	377	ACTC1
P02576	reviewed	ACTA_PHYPO	Actin, plasmodial isoform (EC 3.6.4.-)	ARDA; ARDB; ARDC	Physarum polycephalum (Slime mold)	376	ARDA; ARDB; ARDC
Q05123	reviewed	ARP9_YEAST	Actin-like protein ARP9 (Chromatin structure-remodeling complex protein ARP9) (SWI/SNF complex component ARP9)	ARP9 SWP59 YMR033W YM9973.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467	ARP9
Q8LGE3	reviewed	ARP6_ARATH	Actin-related protein 6 (Protein EARLY IN SHORT DAYS 1) (Protein SUPPRESSOR OF FRIGIDA 3)	ARP6 ESD1 SUF3 At3g33520 T4P3.8	Arabidopsis thaliana (Mouse-ear cress)	421	ARP6
P53482	reviewed	ACTSB_TAKRU	Actin, alpha skeletal muscle B (EC 3.6.4.-) (Alpha-actin-1 B) [Cleaved into: Actin, alpha skeletal muscle B, intermediate form]	acta1b	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	377	acta1b
Q8K012	reviewed	FBP1L_MOUSE	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	Fnbp1l Toca1	Mus musculus (Mouse)	605	Fnbp1l
Q9ES21	reviewed	SAC1_RAT	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	Sacm1l Sac1	Rattus norvegicus (Rat)	587	Sacm1l
Q2HWF0	reviewed	FBP1L_RAT	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)	Fnbp1l Toca1	Rattus norvegicus (Rat)	605	Fnbp1l
Q9EP69	reviewed	SAC1_MOUSE	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	Sacm1l Kiaa0851 Sac1	Mus musculus (Mouse)	587	Sacm1l
G3V6U9	reviewed	SETD3_RAT	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Setd3	Rattus norvegicus (Rat)	596	Setd3
O55166	reviewed	VPS52_RAT	Vacuolar protein sorting-associated protein 52 homolog (SAC2 suppressor of actin mutations 2-like protein)	Vps52 Are1 Sacm2l	Rattus norvegicus (Rat)	723	Vps52
Q9VMX6	reviewed	SMAL1_DROME	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-)	Marcal1 CG3753	Drosophila melanogaster (Fruit fly)	755	Marcal1
Q9W0I6	reviewed	SAC1_DROME	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	Sac1 Sacm1l CG9128	Drosophila melanogaster (Fruit fly)	592	Sac1
A2VDK6	reviewed	WASF2_BOVIN	Actin-binding protein WASF2 (Wiskott-Aldrich syndrome protein family member 2) (WASP family protein member 2)	WASF2	Bos taurus (Bovine)	493	WASF2
O96625	reviewed	ARPC4_DICDI	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)	arcD Arc19 arpG DDB_G0269102	Dictyostelium discoideum (Social amoeba)	169	arcD
P36006	reviewed	MYO3_YEAST	Myosin-3 (Actin-dependent myosin-I MYO3) (Class I unconventional myosin MYO3) (Type I myosin MYO3)	MYO3 YKL129C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1272	MYO3
P53731	reviewed	ARPC2_YEAST	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	ARC35 YNR035C N3296	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342	ARC35
O96622	reviewed	ARPC1_DICDI	Actin-related protein 2/3 complex subunit 1 (Arp2/3 complex 41 kDa subunit) (p41-Arc)	arcA Arc40 arpD DDB_G0277825	Dictyostelium discoideum (Social amoeba)	369	arcA
O96624	reviewed	ARPC3_DICDI	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)	arcC Arc18 arpF DDB_G0292804	Dictyostelium discoideum (Social amoeba)	174	arcC
Q4KLF8	reviewed	ARPC5_RAT	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	Arpc5	Rattus norvegicus (Rat)	151	Arpc5
Q9CVB6	reviewed	ARPC2_MOUSE	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	Arpc2	Mus musculus (Mouse)	300	Arpc2
Q04439	reviewed	MYO5_YEAST	Myosin-5 (Actin-dependent myosin-I MYO5) (Class I unconventional myosin MYO5) (Type I myosin MYO5)	MYO5 YMR109W YM9718.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1219	MYO5
O96623	reviewed	ARPC2_DICDI	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	arcB Arc35 arpE DDB_G0282813	Dictyostelium discoideum (Social amoeba)	293	arcB
O96626	reviewed	ARPC5_DICDI	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	arcE Arc15 arpH DDB_G0288319	Dictyostelium discoideum (Social amoeba)	138	arcE
P38328	reviewed	ARPC1_YEAST	Actin-related protein 2/3 complex subunit 1 (Arp2/3 complex 41 kDa subunit) (p41-ARC)	ARC40 YBR234C YBR1532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	384	ARC40
P85970	reviewed	ARPC2_RAT	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	Arpc2	Rattus norvegicus (Rat)	300	Arpc2
Q9W3U1	reviewed	SETD3_DROME	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3 homolog)	Setd3 CG32732	Drosophila melanogaster (Fruit fly)	537	Setd3
D3Z9Z9	reviewed	SMRCD_RAT	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12)	Smarcad1	Rattus norvegicus (Rat)	1024	Smarcad1
Q7TPR4	reviewed	ACTN1_MOUSE	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	Actn1	Mus musculus (Mouse)	892	Actn1
Q9Z1P2	reviewed	ACTN1_RAT	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	Actn1	Rattus norvegicus (Rat)	892	Actn1
Q3B7N2	reviewed	ACTN1_BOVIN	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	ACTN1	Bos taurus (Bovine)	892	ACTN1
P80197	reviewed	AFK_PHYPO	Actin-fragmin kinase (AFK) (EC 2.7.11.1)		Physarum polycephalum (Slime mold)	737	
Q90738	reviewed	AFAP1_CHICK	Actin filament-associated protein 1 (110 kDa actin filament-associated protein) (AFAP-110) (Neural actin filament protein) (pp110)	AFAP1	Gallus gallus (Chicken)	729	AFAP1
D3ZHA0	reviewed	FLNC_RAT	Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	Flnc Abpl Fln2	Rattus norvegicus (Rat)	2726	Flnc
Q8VHX6	reviewed	FLNC_MOUSE	Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	Flnc Abpl Fln2	Mus musculus (Mouse)	2726	Flnc
Q08641	reviewed	AB140_YEAST	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase (EC 2.1.1.268) (Actin-binding protein of 140 kDa) (tRNA methyltransferase of 140 kDa)	ABP140 TRM140 YOR239W YOR240W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	628	ABP140
Q91ZU6	reviewed	DYST_MOUSE	Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2)	Dst Bpag1 Macf2	Mus musculus (Mouse)	7393	Dst
Q5BIN2	reviewed	SNF5_BOVIN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47)	SMARCB1 BAF47	Bos taurus (Bovine)	385	SMARCB1
O54941	reviewed	SMCE1_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)	Smarce1 Baf57	Mus musculus (Mouse)	411	Smarce1
Q99M15	reviewed	PPIP2_MOUSE	Proline-serine-threonine phosphatase-interacting protein 2 (PEST phosphatase-interacting protein 2) (Macrophage actin-associated tyrosine-phosphorylated protein) (pp37)	Pstpip2 Mayp	Mus musculus (Mouse)	334	Pstpip2
Q56A18	reviewed	SMCE1_RAT	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)	Smarce1 Baf57	Rattus norvegicus (Rat)	376	Smarce1
Q5BJU7	reviewed	WASF1_RAT	Actin-binding protein WASF1 (Protein WAVE-1) (Wiskott-Aldrich syndrome protein family member 1) (WASP family protein member 1)	Wasf1 Wave1	Rattus norvegicus (Rat)	559	Wasf1
Q8BH43	reviewed	WASF2_MOUSE	Actin-binding protein WASF2 (Protein WAVE-2) (Wiskott-Aldrich syndrome protein family member 2) (WASP family protein member 2)	Wasf2 Wave2	Mus musculus (Mouse)	497	Wasf2
Q0IIJ3	reviewed	WASF1_BOVIN	Actin-binding protein WASF1 (Protein WAVE-1) (Wiskott-Aldrich syndrome protein family member 1) (WASP family protein member 1)	WASF1	Bos taurus (Bovine)	559	WASF1
Q8R5H6	reviewed	WASF1_MOUSE	Actin-binding protein WASF1 (Protein WAVE-1) (Wiskott-Aldrich syndrome protein family member 1) (WASP family protein member 1)	Wasf1 Wave1	Mus musculus (Mouse)	559	Wasf1
Q8VHI6	reviewed	WASF3_MOUSE	Actin-binding protein WASF3 (Protein WAVE-3) (Wiskott-Aldrich syndrome protein family member 3) (WASP family protein member 3)	Wasf3 Wave3	Mus musculus (Mouse)	501	Wasf3
O35867	reviewed	NEB1_RAT	Neurabin-1 (Neurabin-I) (Neural tissue-specific F-actin-binding protein I) (PP1bp175) (Protein phosphatase 1 regulatory subunit 9A) (p180)	Ppp1r9a	Rattus norvegicus (Rat)	1095	Ppp1r9a
Q91WC0	reviewed	SETD3_MOUSE	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Endothelial differentiation inhibitory protein D10) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Setd3 D12Ertd771e	Mus musculus (Mouse)	594	Setd3
Q91ZW3	reviewed	SMCA5_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (mSnf2h)	Smarca5 Snf2h	Mus musculus (Mouse)	1051	Smarca5
A0A0H3AIG7	reviewed	VGRG1_VIBC3	Actin cross-linking toxin VgrG1 (EC 6.3.2.-)	vgrG1 vgrG-1 VC0395_A1026	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	1095	vgrG1
P78929	reviewed	COFI_SCHPO	Cofilin (Actin-depolymerizing factor 1)	cof1 adf1 SPAC20G4.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	137	cof1
Q9KS45	reviewed	VGRG1_VIBCH	Actin cross-linking toxin VgrG1 (EC 6.3.2.-)	vgrG1 vgrG-1 VC_1416	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	1163	vgrG1
Q4U4S6	reviewed	XIRP2_MOUSE	Xin actin-binding repeat-containing protein 2 (Beta-xin) (Cardiomyopathy-associated protein 3) (Myogenic MEF2-activated Xin-related protein) (Myomaxin) (mXinbeta)	Xirp2 Cmya3 Xin2	Mus musculus (Mouse)	3784	Xirp2
O35274	reviewed	NEB2_RAT	Neurabin-2 (Neurabin-II) (Neural tissue-specific F-actin-binding protein II) (PP1bp134) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin) (p130)	Ppp1r9b Spino	Rattus norvegicus (Rat)	817	Ppp1r9b
O35295	reviewed	PURB_MOUSE	Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B) (Vascular actin single-stranded DNA-binding factor 2 p44 component)	Purb	Mus musculus (Mouse)	324	Purb
Q8VDP3	reviewed	MICA1_MOUSE	[F-actin]-monooxygenase MICAL1 (EC 1.14.13.225) (EC 1.6.3.1) (Molecule interacting with CasL protein 1) (MICAL-1) (mMical1) (NEDD9-interacting protein with calponin homology and LIM domains)	Mical1 Mical Nical	Mus musculus (Mouse)	1048	Mical1
D4A1F2	reviewed	MICA2_RAT	[F-actin]-monooxygenase MICAL2 (EC 1.14.13.225) (MICAL C-terminal-like protein) (Mical-cL) (Molecule interacting with CasL protein 2) (MICAL-2) (Protein RSB-11-77)	Mical2 Micalcl	Rattus norvegicus (Rat)	1948	Mical2
Q571B6	reviewed	WHAMM_MOUSE	WASP homolog-associated protein with actin, membranes and microtubules (WAS protein homology region 2 domain-containing protein 1) (WH2 domain-containing protein 1)	Whamm Kiaa1971 Whdc1	Mus musculus (Mouse)	793	Whamm
B2ZFP3	reviewed	SMAL1_DANRE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)	smarcal1 harp si:ch211-239d11.1	Danio rerio (Zebrafish) (Brachydanio rerio)	807	smarcal1
B4F769	reviewed	SMAL1_RAT	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)	Smarcal1 Harp	Rattus norvegicus (Rat)	910	Smarcal1
Q9FKP4	reviewed	KN14B_ARATH	Kinesin-like protein KIN-14B (Kinesin CDKA-1-associated protein 2) (Kinesin-like protein KCA2) (Kinesin-like protein for actin-based chloroplast movement 2)	KIN14B KAC2 KCA2 At5g65460 MNA5.20	Arabidopsis thaliana (Mouse-ear cress)	1264	KIN14B
P20305	reviewed	GELS_PIG	Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin)	GSN	Sus scrofa (Pig)	772	GSN
Q28372	reviewed	GELS_HORSE	Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin)	GSN	Equus caballus (Horse)	731	GSN
Q5ALV2	reviewed	SLA1_CANAL	Actin cytoskeleton-regulatory complex protein SLA1	SLA1 CAALFM_C201640WA CaO19.1474 CaO19.9049	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	1257	SLA1
Q9TTA5	reviewed	SMAL1_BOVIN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)	SMARCAL1 HARP	Bos taurus (Bovine)	940	SMARCAL1
O13736	reviewed	SLA1_SCHPO	Actin cytoskeleton-regulatory complex protein sla1	sla1 SPAC16E8.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1420	sla1
Q10434	reviewed	CAPZA_SCHPO	F-actin-capping protein subunit alpha	acp1 SPAC12B10.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	256	acp1
Q9HGP5	reviewed	CAPZB_SCHPO	F-actin-capping protein subunit beta	acp2 SPAC631.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	268	acp2
Q8BML1	reviewed	MICA2_MOUSE	[F-actin]-monooxygenase MICAL2 (EC 1.14.13.225) (ERK2-binding testicular protein 1) (MICAL C-terminal-like protein) (Mical-cL) (Molecule interacting with CasL protein 2) (MICAL-2) (mMical2)	Mical2 Kiaa0750 Micalcl	Mus musculus (Mouse)	1951	Mical2
Q562R1	reviewed	ACTBL_HUMAN	Beta-actin-like protein 2 (Kappa-actin)	ACTBL2	Homo sapiens (Human)	376	ACTBL2
Q8BJL0	reviewed	SMAL1_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (mharp) (Sucrose nonfermenting protein 2-like 1)	Smarcal1 Harp	Mus musculus (Mouse)	910	Smarcal1
Q9Z0H3	reviewed	SNF5_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (mSNF5)	Smarcb1 Baf47 Ini1 Snf5l1	Mus musculus (Mouse)	385	Smarcb1
Q5SNZ0	reviewed	GRDN_MOUSE	Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1)	Ccdc88a Grdn Kiaa1212	Mus musculus (Mouse)	1873	Ccdc88a
P46681	reviewed	DLD2_YEAST	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD2 (D-2HG--pyruvate transhydrogenase DLD2) (EC 1.1.99.40) (Actin-interacting protein 2) (D-lactate dehydrogenase [cytochrome] 2, mitochondrial) (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)	DLD2 AIP2 YDL178W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	530	DLD2
Q04692	reviewed	SMRCD_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase SMARCAD1) (Enhancer trap locus homolog 1) (Etl-1)	Smarcad1 Etl1 Kiaa1122	Mus musculus (Mouse)	1021	Smarcad1
Q99JR8	reviewed	SMRD2_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B)	Smarcd2 Baf60b	Mus musculus (Mouse)	531	Smarcd2
Q6P9Z1	reviewed	SMRD3_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (60 kDa BRG-1/Brm-associated factor subunit C) (BRG1-associated factor 60C) (BAF60C) (mBAF60c)	Smarcd3 Baf60c	Mus musculus (Mouse)	483	Smarcd3
Q9FNI6	reviewed	SM3L2_ARATH	DNA repair protein RAD5A (EC 3.6.4.-) (Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 2) (SMARCA3-like protein 2) (RAD5 homolog A) (AtRAD5a)	RAD5A RAD5 At5g22750 MDJ22.17	Arabidopsis thaliana (Mouse-ear cress)	1029	RAD5A
Q9P1U1	reviewed	ARP3B_HUMAN	Actin-related protein 3B (ARP3-beta) (Actin-like protein 3B) (Actin-related protein ARP4)	ACTR3B ARP11 ARP4	Homo sapiens (Human)	418	ACTR3B
Q6ZWQ0	reviewed	SYNE2_MOUSE	Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2)	Syne2	Mus musculus (Mouse)	6874	Syne2
Q6PDG5	reviewed	SMRC2_MOUSE	SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)	Smarcc2 Baf170	Mus musculus (Mouse)	1213	Smarcc2
Q9NZ32	reviewed	ARP10_HUMAN	Actin-related protein 10 (Actin-related protein 11) (hARP11)	ACTR10 ACTR11 ARP10 ARP11	Homo sapiens (Human)	417	ACTR10
Q9XFH4	reviewed	DDM1_ARATH	ATP-dependent DNA helicase DDM1 (EC 3.6.4.12) (Protein CHROMATIN REMODELING 1) (AtCHR1) (CHR01) (Protein DECREASED DNA METHYLATION 1) (AtDDM1) (Protein SOMNIFEROUS 1) (SWI/SNF2-related matrix-associated actin-dependent regulator of chromatin DDM1)	DDM1 CHA1 CHR1 SOM1 SOM4 At5g66750 MSN2.14	Arabidopsis thaliana (Mouse-ear cress)	764	DDM1
Q3TKT4	reviewed	SMCA4_MOUSE	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	Smarca4 Baf190a Brg1 Snf2b Snf2l4	Mus musculus (Mouse)	1613	Smarca4
Q6NE59	reviewed	MAMK_MAGGM	Actin-like protein MamK (EC 3.6.1.-) (Magnetosome cytoskeleton protein MamK)	mamK MGMSRv2__2377 mgI489 MGR_4093	Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	360	mamK
A7Z019	reviewed	SMCA4_BOVIN	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	Bos taurus (Bovine)	1606	SMARCA4
