Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q6GHY9	reviewed	DLDH_STAAR	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate complex) (Membrane-bound ribosome protein complex 50 kDa subunit)	pdhD SAR1070	Staphylococcus aureus (strain MRSA252)	468	pdhD
Q0VA52	reviewed	AFG2B_XENTR	ATPase family gene 2 protein homolog B (EC 3.6.4.10) (Ribosome biogenesis protein SPATA5L1) (Spermatogenesis-associated protein 5-like protein 1)	afg2b spata5l1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	593	afg2b
A0K7Q6	reviewed	RIMO_BURCH	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Bcen2424_1782	Burkholderia cenocepacia (strain HI2424)	453	rimO
A0KHZ9	reviewed	RIMO_AERHH	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO AHA_1361	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049)	442	rimO
A0L887	reviewed	RIMO_MAGMM	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Mmc1_1671	Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1)	487	rimO
A0Q4U9	reviewed	RIMO_FRATN	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO FTN_0358	Francisella tularensis subsp. novicida (strain U112)	439	rimO
A1S2T9	reviewed	RIMO_SHEAM	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Sama_0485	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	474	rimO
A2BNP5	reviewed	RIMO_PROMS	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO A9601_01181	Prochlorococcus marinus (strain AS9601)	454	rimO
A2S2C9	reviewed	RIMO_BURM9	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO BMA10229_A0089	Burkholderia mallei (strain NCTC 10229)	463	rimO
A3NVU2	reviewed	RIMO_BURP0	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO BURPS1106A_2199	Burkholderia pseudomallei (strain 1106a)	463	rimO
A4G6D4	reviewed	RIMO_HERAR	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO HEAR1921	Herminiimonas arsenicoxydans	454	rimO
A4XT11	reviewed	RIMO_PSEMY	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Pmen_1713	Pseudomonas mendocina (strain ymp)	440	rimO
A5WGF2	reviewed	RIMO_PSYWF	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO PsycPRwf_1803	Psychrobacter sp. (strain PRwf-1)	524	rimO
A6GZF6	reviewed	RIMO_FLAPJ	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO FP1403	Flavobacterium psychrophilum (strain ATCC 49511 / DSM 21280 / CIP 103535 / JIP02/86)	433	rimO
A6LSR6	reviewed	RIMO_CLOB8	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Cbei_1214	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)	465	rimO
A6Q526	reviewed	RIMO_NITSB	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO NIS_1478	Nitratiruptor sp. (strain SB155-2)	435	rimO
A6SXU1	reviewed	RIMO_JANMA	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO mma_1398	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)	453	rimO
A6VA58	reviewed	RIMO_PSEA7	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO PSPA7_4596	Pseudomonas aeruginosa (strain PA7)	440	rimO
A6W833	reviewed	RIMO_KINRD	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Krad_1484	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	486	rimO
A7GFZ4	reviewed	RIMO_CLOBL	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO CLI_2462	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F)	445	rimO
A7HMK2	reviewed	RIMO_FERNB	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Fnod_1288	Fervidobacterium nodosum (strain ATCC 35602 / DSM 5306 / Rt17-B1)	431	rimO
A7INV0	reviewed	RIMO_XANP2	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Xaut_4475	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	449	rimO
A7ZY97	reviewed	RIMO_ECOHS	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO EcHS_A0895	Escherichia coli O9:H4 (strain HS)	441	rimO
A8F8W3	reviewed	RIMO_PSELT	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Tlet_2043	Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae)	430	rimO
A9BCV9	reviewed	RIMO_PROM4	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO P9211_01161	Prochlorococcus marinus (strain MIT 9211)	462	rimO
A9BEU9	reviewed	RIMO_PETMO	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Pmob_0078	Petrotoga mobilis (strain DSM 10674 / SJ95)	435	rimO
A9IUA4	reviewed	RIMO_BART1	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO BT_1161	Bartonella tribocorum (strain CIP 105476 / IBS 506)	437	rimO
B0CB83	reviewed	RIMO_ACAM1	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO AM1_1701	Acaryochloris marina (strain MBIC 11017)	443	rimO
B0K1C1	reviewed	RIMO_THEPX	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Teth514_1630	Thermoanaerobacter sp. (strain X514)	436	rimO
B1GZH1	reviewed	RIMO_ENDTX	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO TGRD_170	Endomicrobium trichonymphae	439	rimO
B1I310	reviewed	RIMO_DESAP	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Daud_0839	Desulforudis audaxviator (strain MP104C)	450	rimO
B1II37	reviewed	RIMO_CLOBK	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO CLD_2234	Clostridium botulinum (strain Okra / Type B1)	445	rimO
B1IXD2	reviewed	RIMO_ECOLC	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO EcolC_2807	Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks)	441	rimO
B1M6H4	reviewed	RIMO_METRJ	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Mrad2831_1639	Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1)	448	rimO
B1X7X6	reviewed	RIMO_ECODH	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO ECDH10B_0904	Escherichia coli (strain K12 / DH10B)	441	rimO
B1XPZ7	reviewed	RIMO_SYNP2	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO SYNPCC7002_A0619	Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)	439	rimO
B1YR17	reviewed	RIMO_BURA4	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO BamMC406_1695	Burkholderia ambifaria (strain MC40-6)	453	rimO
B2FP10	reviewed	RIMO_STRMK	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Smlt3438	Stenotrophomonas maltophilia (strain K279a)	453	rimO
B2UFU5	reviewed	RIMO_RALPJ	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Rpic_1911	Ralstonia pickettii (strain 12J)	453	rimO
B2V4I1	reviewed	RIMO_CLOBA	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO CLH_1236	Clostridium botulinum (strain Alaska E43 / Type E3)	446	rimO
B3DYX1	reviewed	RIMO_METI4	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Minf_0435	Methylacidiphilum infernorum (isolate V4) (Methylokorus infernorum (strain V4))	445	rimO
B3EDL2	reviewed	RIMO_CHLL2	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Clim_1592	Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330)	429	rimO
B4RYE6	reviewed	RIMO_ALTMD	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO MADE_1009430	Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype)	485	rimO
B4S8Z6	reviewed	RIMO_PROA2	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Paes_1513	Prosthecochloris aestuarii (strain DSM 271 / SK 413)	433	rimO
B5R840	reviewed	RIMO_SALG2	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO SG0833	Salmonella gallinarum (strain 287/91 / NCTC 13346)	441	rimO
B5XYQ3	reviewed	RIMO_KLEP3	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO KPK_3699	Klebsiella pneumoniae (strain 342)	441	rimO
B5Z796	reviewed	RIMO_HELPG	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO HPG27_690	Helicobacter pylori (strain G27)	439	rimO
B7LMZ9	reviewed	RIMO_ESCF3	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO EFER_0976	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73)	441	rimO
B7NNR8	reviewed	RIMO_ECO7I	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO ECIAI39_0814	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	441	rimO
P0AEI5	reviewed	RIMO_ECO57	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Z1061 ECs0915	Escherichia coli O157:H7	441	rimO
Q04ZD0	reviewed	RIMO_LEPBL	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO LBL_2153	Leptospira borgpetersenii serovar Hardjo-bovis (strain L550)	439	rimO
Q0BNJ1	reviewed	RIMO_FRATO	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO FTH_0335	Francisella tularensis subsp. holarctica (strain OSU18)	431	rimO
Q0I4D9	reviewed	RIMO_HISS1	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO HS_1444	Histophilus somni (strain 129Pt) (Haemophilus somnus)	443	rimO
Q0TJL3	reviewed	RIMO_ECOL5	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO ECP_0849	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	441	rimO
Q0TPS8	reviewed	RIMO_CLOP1	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO CPF_1929	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	445	rimO
Q10Y85	reviewed	RIMO_TRIEI	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Tery_3733	Trichodesmium erythraeum (strain IMS101)	441	rimO
Q15UT4	reviewed	RIMO_PSEA6	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Patl_1834	Pseudoalteromonas atlantica (strain T6c / ATCC BAA-1087)	473	rimO
Q1DC90	reviewed	RIMO_MYXXD	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO MXAN_1476	Myxococcus xanthus (strain DK1622)	476	rimO
Q1H0X3	reviewed	RIMO_METFK	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Mfla_1596	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875)	441	rimO
Q1RE90	reviewed	RIMO_ECOUT	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO UTI89_C0838	Escherichia coli (strain UTI89 / UPEC)	441	rimO
Q214L6	reviewed	RIMO_RHOPB	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO RPC_2620	Rhodopseudomonas palustris (strain BisB18)	441	rimO
Q21FE3	reviewed	RIMO_SACD2	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Sde_3331	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	479	rimO
Q2IW68	reviewed	RIMO_RHOP2	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO RPB_2840	Rhodopseudomonas palustris (strain HaA2)	441	rimO
Q2LQ68	reviewed	RIMO_SYNAS	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO SYNAS_02700 SYN_01273	Syntrophus aciditrophicus (strain SB)	453	rimO
Q30PS0	reviewed	RIMO_SULDN	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Suden_1737	Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) (Thiomicrospira denitrificans (strain ATCC 33889 / DSM 1251))	439	rimO
Q31G14	reviewed	RIMO_HYDCU	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Tcr_1314	Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) (Thiomicrospira crunogena)	453	rimO
Q323V7	reviewed	RIMO_SHIBS	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO SBO_0727	Shigella boydii serotype 4 (strain Sb227)	441	rimO
Q39QQ6	reviewed	RIMO_GEOMG	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Gmet_3205	Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15)	445	rimO
Q3ACX5	reviewed	RIMO_CARHZ	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO CHY_1164	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	438	rimO
Q3B317	reviewed	RIMO_CHLL3	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Plut_1405	Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530) (Pelodictyon luteolum)	440	rimO
Q484J7	reviewed	RIMO_COLP3	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO CPS_1787	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	454	rimO
Q4UWF3	reviewed	RIMO_XANC8	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO XC_1554	Xanthomonas campestris pv. campestris (strain 8004)	457	rimO
Q57RA8	reviewed	RIMO_SALCH	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO SCH_0847	Salmonella choleraesuis (strain SC-B67)	441	rimO
Q5N1N6	reviewed	RIMO_SYNP6	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO syc1594_d	Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)	452	rimO
Q5ZXP6	reviewed	RIMO_LEGPH	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO lpg0685	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	435	rimO
Q6FCH4	reviewed	RIMO_ACIAD	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO ACIAD1371	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	447	rimO
Q7MXM3	reviewed	RIMO_PORGI	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO PG_0150	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	434	rimO
