Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
O76371	reviewed	PRS6A_CAEEL	26S protease regulatory subunit 6A (Proteasome regulatory particle ATPase-like protein 5)	rpt-5 F56H1.4	Caenorhabditis elegans	430	rpt-5
Q53084	reviewed	PSA2_RHOER	Proteasome subunit alpha 2 (20S proteasome alpha subunit 2) (Proteasome core protein PrcA 2)	prcA2	Rhodococcus erythropolis (Arthrobacter picolinophilus)	255	prcA2
Q9SEI4	reviewed	PRS6B_ARATH	26S proteasome regulatory subunit 6B homolog (26S protease subunit 6B homolog) (26S proteasome AAA-ATPase subunit RPT3) (Protein BMAA insensitive morphology 409) (Regulatory particle triple-A ATPase subunit 3)	RPT3 BIM409 At5g58290 MCK7.16	Arabidopsis thaliana (Mouse-ear cress)	408	RPT3
P9WKX3	reviewed	BPA_MYCTU	Bacterial proteasome activator	bpa Rv3780 MTCY13D12.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174	bpa
Q5W416	reviewed	PSB8_CANLF	Proteasome subunit beta type-8 (EC 3.4.25.1) (Proteasome subunit beta-5i)	PSMB8	Canis lupus familiaris (Dog) (Canis familiaris)	276	PSMB8
Q5UT56	reviewed	PAN2_HALVD	Proteasome-activating nucleotidase 2 (PAN 2) (Proteasomal ATPase 2) (Proteasome regulatory ATPase 2) (Proteasome regulatory particle 2)	pan2 panB HVO_1957	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	412	pan2
Q8BKT8	reviewed	HAUS7_MOUSE	HAUS augmin-like complex subunit 7 (26S proteasome-associated UCH37-interacting protein 1) (UCHL5-interacting protein)	Haus7 Uchl5ip Uip1	Mus musculus (Mouse)	364	Haus7
Q5R6J0	reviewed	ECM29_PONAB	Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog)	ECPAS ECM29 KIAA0368	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1839	ECPAS
P28024	reviewed	PSB4_XENLA	Proteasome subunit beta type-4 (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3)	psmb4	Xenopus laevis (African clawed frog)	242	psmb4
P62197	reviewed	PRS8_PIG	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Tat-binding protein homolog 10) (TBP10) (p45/SUG)	PSMC5	Sus scrofa (Pig)	406	PSMC5
Q9EST4	reviewed	PSMG2_MOUSE	Proteasome assembly chaperone 2 (CD40 ligand-activated specific transcript 3) (Tumor necrosis factor superfamily member 5-induced protein 1)	Psmg2 Clast3 Tnfsf5ip1	Mus musculus (Mouse)	264	Psmg2
P9WQN4	reviewed	ARC_MYCTO	Proteasome-associated ATPase (AAA ATPase forming ring-shaped complexes) (ARC) (Mycobacterial proteasome ATPase)	mpa MT2175	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	609	mpa
P0CU17	reviewed	RPN51_SCHPO	26S proteasome regulatory subunit rpn501	rpn501 rpn5 rpn5a SPAC1420.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	443	rpn501
P0CU18	reviewed	RPN52_SCHPO	26S proteasome regulatory subunit rpn502	rpn502 rpn5 rpn5b SPAPB8E5.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	443	rpn502
Q09841	reviewed	PSB2_SCHPO	Probable proteasome subunit beta type-2 (EC 3.4.25.1)	pup1 SPAC23D3.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	267	pup1
P30655	reviewed	PSB5_SCHPO	Probable proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain subunit pts1) (Multicatalytic endopeptidase complex subunit pts1) (Proteasome component pts1)	pts1 SPAC4A8.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	272	pts1
P36612	reviewed	PRS4_SCHPO	26S proteasome regulatory subunit 4 homolog (Protein mts2)	mts2 SPBC4.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	448	mts2
A0QZ42	reviewed	PAFA_MYCS2	Pup--protein ligase (EC 6.3.1.19) (Proteasome accessory factor A) (Pup-conjugating enzyme)	pafA MSMEG_3890 MSMEI_3800	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	452	pafA
Q382V8	reviewed	HSLU2_TRYB2	ATP-dependent protease ATPase subunit HslU2 (Mitochondrial proteasome-like protease HslVU ATPase subunit 2)	HslU2 Tb11.01.4050	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	496	HslU2
Q57VB1	reviewed	HSLU1_TRYB2	ATP-dependent protease ATPase subunit HslU1 (Mitochondrial proteasome-like protease HslVU ATPase subunit 1)	HslU1 Tb927.5.1520	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	475	HslU1
Q9BT73	reviewed	PSMG3_HUMAN	Proteasome assembly chaperone 3 (PAC-3) (hPAC3)	PSMG3 C7orf48 PAC3	Homo sapiens (Human)	122	PSMG3
Q5JS54	reviewed	PSMG4_HUMAN	Proteasome assembly chaperone 4 (PAC-4) (hPAC4)	PSMG4 C6orf86 PAC4	Homo sapiens (Human)	123	PSMG4
P33672	reviewed	PSB3_BOVIN	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	PSMB3	Bos taurus (Bovine)	205	PSMB3
F4JC97	reviewed	PSME4_ARATH	Proteasome activator subunit 4 (Proteasome activator PA200)	PA200 At3g13330 MDC11.16	Arabidopsis thaliana (Mouse-ear cress)	1811	PA200
P52428	reviewed	PSA1_ORYSJ	Proteasome subunit alpha type-1 (20S proteasome alpha subunit F) (20S proteasome subunit alpha-6) (Proteasome component C2)	PAF1 Os02g0133800 LOC_Os02g04100 OsJ_05275 P0030G11.18 P0585B01.3	Oryza sativa subsp. japonica (Rice)	270	PAF1
P34119	reviewed	PSA4_DICDI	Proteasome subunit alpha type-4 (Proteasome component DD4)	psmA4 prdD DDB_G0280969	Dictyostelium discoideum (Social amoeba)	250	psmA4
P34120	reviewed	PSA7_DICDI	Proteasome subunit alpha type-7 (Proteasome component DD5)	psmA7 prdE DDB_G0272831	Dictyostelium discoideum (Social amoeba)	250	psmA7
Q05778	reviewed	POC1_YEAST	Proteasome chaperone 1 (Proteasome biogenesis-associated protein 1)	PBA1 POC1 YLR199C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	276	PBA1
Q27562	reviewed	PSA1_DICDI	Proteasome subunit alpha type-1 (Proteasome subunit C2)	psmA1 prtC DDB_G0282363	Dictyostelium discoideum (Social amoeba)	248	psmA1
P48004	reviewed	PSA7_RAT	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1)	Psma7	Rattus norvegicus (Rat)	254	Psma7
Q09583	reviewed	PSA3_CAEEL	Proteasome subunit alpha type-3 (Proteasome subunit alpha 7)	pas-7 ZK945.2	Caenorhabditis elegans	250	pas-7
Q27488	reviewed	PSA2_CAEEL	Proteasome subunit alpha type-2 (Proteasome subunit alpha 2)	pas-2 D1054.2	Caenorhabditis elegans	231	pas-2
Q6DRF3	reviewed	PSB1_DANRE	Proteasome subunit beta type-1 (Proteasome beta-subunit C5)	psmb1 zgc:103665	Danio rerio (Zebrafish) (Brachydanio rerio)	237	psmb1
Q95005	reviewed	PSA7_CAEEL	Proteasome subunit alpha type-7 (Proteasome subunit alpha 4)	pas-4 C36B1.4	Caenorhabditis elegans	253	pas-4
Q9LSU0	reviewed	PSA3_ORYSJ	Proteasome subunit alpha type-3 (20S proteasome alpha subunit G) (20S proteasome subunit alpha-7)	PAG1 Os01g0811100 LOC_Os01g59600 OsJ_03826 P0425G02.8 P0468B07.45	Oryza sativa subsp. japonica (Rice)	249	PAG1
Q9LSU1	reviewed	PSA5_ORYSJ	Proteasome subunit alpha type-5 (20S proteasome alpha subunit E) (20S proteasome subunit alpha-5)	PAE1 Os11g0615700 LOC_Os11g40140 OsJ_34630	Oryza sativa subsp. japonica (Rice)	237	PAE1
Q10KF0	reviewed	PSA2_ORYSJ	Proteasome subunit alpha type-2 (20S proteasome alpha subunit B) (20S proteasome subunit alpha-2)	PAB1 Os03g0387100 LOC_Os03g26970 OsJ_11088 OSJNBb0058G04.11	Oryza sativa subsp. japonica (Rice)	235	PAB1
F1QFR9	reviewed	PSM4A_DANRE	Proteasome activator complex subunit 4A (Proteasome activator PA200-A)	psme4a	Danio rerio (Zebrafish) (Brachydanio rerio)	1833	psme4a
F1R2X6	reviewed	PSM4B_DANRE	Proteasome activator complex subunit 4B (Proteasome activator PA200-B)	psme4b	Danio rerio (Zebrafish) (Brachydanio rerio)	1825	psme4b
Q9M330	reviewed	PSMF1_ARATH	Probable proteasome inhibitor	At3g53970 F5K20_270	Arabidopsis thaliana (Mouse-ear cress)	302	
O88761	reviewed	PSMD1_RAT	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	Psmd1	Rattus norvegicus (Rat)	953	Psmd1
O64464	reviewed	PSB1_ORYSJ	Proteasome subunit beta type-1 (20S proteasome alpha subunit F) (20S proteasome subunit beta-6)	PBF1 Os09g0505600 LOC_Os09g32800 OsJ_29931	Oryza sativa subsp. japonica (Rice)	221	PBF1
Q9LST7	reviewed	PSB3_ORYSJ	Proteasome subunit beta type-3 (20S proteasome alpha subunit C) (20S proteasome subunit beta-3)	PBC1 Os06g0643100 LOC_Os06g43570 OsJ_22127 P0416A11.24	Oryza sativa subsp. japonica (Rice)	204	PBC1
O44156	reviewed	PSA1_CAEEL	Proteasome subunit alpha type-1 (Proteasome subunit alpha 6)	pas-6 CD4.6	Caenorhabditis elegans	260	pas-6
Q3T030	reviewed	PRS6B_BOVIN	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (Proteasome 26S subunit ATPase 4)	PSMC4	Bos taurus (Bovine)	418	PSMC4
Q86JA1	reviewed	PRS7_DICDI	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)	psmC2 DDB_G0276917	Dictyostelium discoideum (Social amoeba)	428	psmC2
P0DKK3	reviewed	PSA4A_ORYSJ	Proteasome subunit alpha type-4-1 (20S proteasome alpha subunit C) (20S proteasome subunit alpha-3)	PAC1A Os06g0176000 LOC_Os06g07878 OsJ_019497 P0015E04.21	Oryza sativa subsp. japonica (Rice)	250	PAC1A
Q54PJ1	reviewed	PRS10_DICDI	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6)	psmC6 DDB_G0284517	Dictyostelium discoideum (Social amoeba)	393	psmC6
Q2KIW6	reviewed	PRS10_BOVIN	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6)	PSMC6	Bos taurus (Bovine)	389	PSMC6
B0BN93	reviewed	PSD13_RAT	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	Psmd13	Rattus norvegicus (Rat)	376	Psmd13
Q5E964	reviewed	PSD13_BOVIN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Bos taurus (Bovine)	376	PSMD13
Q18787	reviewed	PRS7_CAEEL	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit rpt-1) (Proteasome 26S subunit ATPase 2)	rpt-1 C52E4.4	Caenorhabditis elegans	435	rpt-1
Q54PN7	reviewed	PRS6A_DICDI	26S proteasome regulatory subunit 6A homolog (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3)	psmC3 DDB_0232967	Dictyostelium discoideum (Social amoeba)	421	psmC3
Q553E0	reviewed	PSMD4_DICDI	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A)	psmD4 DDB_G0275775	Dictyostelium discoideum (Social amoeba)	349	psmD4
F4JJE5	reviewed	PSA4B_ARATH	Putative proteasome subunit alpha type-4-B (20S proteasome alpha subunit C-2) (Proteasome subunit alpha type-3)	PAC2 At4g15165 dl3625w FCAALL.211	Arabidopsis thaliana (Mouse-ear cress)	208	PAC2
Q99JI4	reviewed	PSMD6_MOUSE	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (p42A)	Psmd6	Mus musculus (Mouse)	389	Psmd6
Q6YT00	reviewed	PSA7A_ORYSJ	Proteasome subunit alpha type-7-A (20S proteasome alpha subunit D-1) (20S proteasome subunit alpha-4-A)	Os08g0548900 LOC_Os08g43540 OJ1112_E06.28 OJ1479_B11.3 OsJ_000765 OsJ_00782	Oryza sativa subsp. japonica (Rice)	249	
Q0P5F2	reviewed	PSMG1_BOVIN	Proteasome assembly chaperone 1	PSMG1	Bos taurus (Bovine)	288	PSMG1
Q8BHL8	reviewed	PSMF1_MOUSE	Proteasome inhibitor PI31 subunit	Psmf1	Mus musculus (Mouse)	271	Psmf1
Q0J006	reviewed	PSA7B_ORYSJ	Proteasome subunit alpha type-7-B (20S proteasome alpha subunit D-2) (20S proteasome subunit alpha-4-B)	PAD1 Os09g0538200 LOC_Os09g36710 OsJ_028982 P0229B10.22 P0569E11.44	Oryza sativa subsp. japonica (Rice)	249	PAD1
Q3SX30	reviewed	PSMF1_BOVIN	Proteasome inhibitor PI31 subunit	PSMF1	Bos taurus (Bovine)	270	PSMF1
Q3SZV5	reviewed	POMP_BOVIN	Proteasome maturation protein (Proteassemblin)	POMP	Bos taurus (Bovine)	141	POMP
Q5XIU5	reviewed	PSMF1_RAT	Proteasome inhibitor PI31 subunit	Psmf1	Rattus norvegicus (Rat)	271	Psmf1
Q27575	reviewed	PSA73_DROME	Proteasome subunit alpha type-7-1B (Testis-specific alpha4-t2 proteasome subunit) (Testis-specific proteasome 28 kDa subunit 1B)	Prosalpha4T2 Pros28.1B CG4569	Drosophila melanogaster (Fruit fly)	252	Prosalpha4T2
Q24178	reviewed	PSA72_DROME	Proteasome subunit alpha type-7-1A (Testis-specific alpha4-t1 proteasome subunit) (Testis-specific proteasome 28 kDa subunit 1A)	Prosalpha4T1 Pros28.1A CG17268	Drosophila melanogaster (Fruit fly)	249	Prosalpha4T1
F1LMZ8	reviewed	PSD11_RAT	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6)	Psmd11	Rattus norvegicus (Rat)	422	Psmd11
O81153	reviewed	PSB3B_ARATH	Proteasome subunit beta type-3-B (20S proteasome beta subunit C-2)	PBC2 At1g77440 T5M16.3	Arabidopsis thaliana (Mouse-ear cress)	204	PBC2
Q2KJ25	reviewed	PSD12_BOVIN	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5)	PSMD12	Bos taurus (Bovine)	456	PSMD12
Q4U5R3	reviewed	PSME1_BOVIN	Proteasome activator complex subunit 1 (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)	PSME1	Bos taurus (Bovine)	249	PSME1
Q5E9G3	reviewed	PSME2_BOVIN	Proteasome activator complex subunit 2 (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2	Bos taurus (Bovine)	239	PSME2
Q3SZ19	reviewed	PSMD9_BOVIN	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	Bos taurus (Bovine)	221	PSMD9
Q3ZBD0	reviewed	PSMD7_BOVIN	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8)	PSMD7	Bos taurus (Bovine)	322	PSMD7
Q58DA0	reviewed	PSMD4_BOVIN	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10)	PSMD4	Bos taurus (Bovine)	382	PSMD4
O76577	reviewed	PSDE_CAEEL	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit rpn11)	rpn-11 K07D4.3	Caenorhabditis elegans	312	rpn-11
Q8L4A7	reviewed	PSA2B_ARATH	Proteasome subunit alpha type-2-B (20S proteasome alpha subunit B-2)	PAB2 At1g79210 YUP8H12R.19	Arabidopsis thaliana (Mouse-ear cress)	235	PAB2
Q2KJ46	reviewed	PSMD3_BOVIN	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3)	PSMD3	Bos taurus (Bovine)	534	PSMD3
Q9CR00	reviewed	PSMD9_MOUSE	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	Psmd9	Mus musculus (Mouse)	222	Psmd9
Q9VYG1	reviewed	PSMD5_DROME	26S proteasome non-ATPase regulatory subunit 5 (26S proteasome subunit S5B) (dS5b)	CG12096	Drosophila melanogaster (Fruit fly)	506	
F1QGH9	reviewed	PS11B_DANRE	26S proteasome non-ATPase regulatory subunit 11B (26S proteasome regulatory subunit RPN6-B)	psmd11b	Danio rerio (Zebrafish) (Brachydanio rerio)	422	psmd11b
F6P3G4	reviewed	PS11A_DANRE	26S proteasome non-ATPase regulatory subunit 11A (26S proteasome regulatory subunit RPN6-A)	psmd11a	Danio rerio (Zebrafish) (Brachydanio rerio)	421	psmd11a
Q04908	reviewed	PSMD3_CAEEL	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit rpn-3)	rpn-3 C30C11.2	Caenorhabditis elegans	504	rpn-3
Q3ZCK9	reviewed	PSA4_BOVIN	Proteasome subunit alpha type-4	PSMA4	Bos taurus (Bovine)	261	PSMA4
Q55D66	reviewed	PSB3_DICDI	Proteasome subunit beta type-3	psmB3 DDB_G0269772	Dictyostelium discoideum (Social amoeba)	205	psmB3
Q55DY7	reviewed	PSB2_DICDI	Proteasome subunit beta type-2	psmB2 DDB_G0269472	Dictyostelium discoideum (Social amoeba)	198	psmB2
Q55G04	reviewed	PSA5_DICDI	Proteasome subunit alpha type-5	psmA5 DDB_G0268538	Dictyostelium discoideum (Social amoeba)	241	psmA5
O82143	reviewed	PSMDA_ORYSJ	26S proteasome non-ATPase regulatory subunit 4 homolog (26S proteasome regulatory subunit RPN10) (OsRPN10) (26S proteasome regulatory subunit S5a homolog) (OsS5a)	RPN10 Os03g0243300 LOC_Os03g13970 OsJ_10104 OSNPB_030243300	Oryza sativa subsp. japonica (Rice)	402	RPN10
P34124	reviewed	PRS8_DICDI	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Tat-binding protein homolog 10)	psmC5 tbp10 tbpC DDB_G0292382	Dictyostelium discoideum (Social amoeba)	403	psmC5
Q27563	reviewed	PSA3_DICDI	Proteasome subunit alpha type-3	psmA3 prtD DDB_G0267408	Dictyostelium discoideum (Social amoeba)	248	psmA3
Q556Q0	reviewed	PSB4_DICDI	Proteasome subunit beta type-4	psmB4-1 DDB_G0273163; psmB4-2 DDB_G0273909	Dictyostelium discoideum (Social amoeba)	259	psmB4-1; psmB4-2
Q5E9K0	reviewed	PSB2_BOVIN	Proteasome subunit beta type-2	PSMB2	Bos taurus (Bovine)	201	PSMB2
Q2TBP0	reviewed	PSB7_BOVIN	Proteasome subunit beta type-7 (EC 3.4.25.1)	PSMB7	Bos taurus (Bovine)	277	PSMB7
Q2YDE4	reviewed	PSA6_BOVIN	Proteasome subunit alpha type-6	PSMA6	Bos taurus (Bovine)	246	PSMA6
Q3ZBG0	reviewed	PSA7_BOVIN	Proteasome subunit alpha type-7	PSMA7	Bos taurus (Bovine)	248	PSMA7
Q3T0Y5	reviewed	PSA2_BOVIN	Proteasome subunit alpha type-2	PSMA2	Bos taurus (Bovine)	234	PSMA2
Q3T108	reviewed	PSB4_BOVIN	Proteasome subunit beta type-4	PSMB4	Bos taurus (Bovine)	264	PSMB4
Q54DM7	reviewed	PSA2_DICDI	Proteasome subunit alpha type-2	psmA2 DDB_G0292122	Dictyostelium discoideum (Social amoeba)	232	psmA2
Q54XM7	reviewed	PSA6_DICDI	Proteasome subunit alpha type-6	psmA6 DDB_G0278847	Dictyostelium discoideum (Social amoeba)	250	psmA6
Q5E987	reviewed	PSA5_BOVIN	Proteasome subunit alpha type-5	PSMA5	Bos taurus (Bovine)	241	PSMA5
Q86A21	reviewed	PSB1_DICDI	Proteasome subunit beta type-1	psmB1 DDB_G0272969	Dictyostelium discoideum (Social amoeba)	236	psmB1
Q9V677	reviewed	ECM29_DROME	Proteasome-associated protein ECM29 homolog	CG8858	Drosophila melanogaster (Fruit fly)	1890	
Q2TBX6	reviewed	PSB1_BOVIN	Proteasome subunit beta type-1	PSMB1	Bos taurus (Bovine)	241	PSMB1
Q58DU5	reviewed	PSA3_BOVIN	Proteasome subunit alpha type-3	PSMA3	Bos taurus (Bovine)	255	PSMA3
P56701	reviewed	PSMD2_BOVIN	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Tumor necrosis factor type 1 receptor-associated protein 2)	PSMD2 TRAP2	Bos taurus (Bovine)	908	PSMD2
P0DKK0	reviewed	PRS7B_ORYSJ	26S proteasome regulatory subunit 7B (26S proteasome AAA-ATPase subunit RPT1B) (26S proteasome subunit 7B) (Regulatory particle triple-A ATPase subunit 1B)	RPT1B Os06g0192600 LOC_Os06g09290 OsJ_20424 OSJNBa0090D06.53 P0698A06.13	Oryza sativa subsp. japonica (Rice)	426	RPT1B
Q8GYA6	reviewed	PS13B_ARATH	26S proteasome non-ATPase regulatory subunit 13 homolog B (26S proteasome regulatory subunit RPN9b) (AtRNP9b) (26S proteasome regulatory subunit S11 homolog B)	RPN9B At4g19006 F13C5.4	Arabidopsis thaliana (Mouse-ear cress)	386	RPN9B
Q8RWF0	reviewed	PS13A_ARATH	26S proteasome non-ATPase regulatory subunit 13 homolog A (26S proteasome regulatory subunit RPN9a) (AtRNP9a) (26S proteasome regulatory subunit S11 homolog A)	RPN9A At5g45620 MRA19.2	Arabidopsis thaliana (Mouse-ear cress)	386	RPN9A
P0DKJ9	reviewed	PRS7A_ORYSJ	26S proteasome regulatory subunit 7A (26S proteasome AAA-ATPase subunit RPT1A) (26S proteasome subunit 7A) (Regulatory particle triple-A ATPase subunit 1A)	RPT1A Os02g0784700 LOC_Os02g54340 OJ1715_H01.26	Oryza sativa subsp. japonica (Rice)	426	RPT1A
Q9V3G7	reviewed	PSMD6_DROME	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit S10) (Protein Rpn7)	Rpn7 CG5378	Drosophila melanogaster (Fruit fly)	389	Rpn7
Q9FHY0	reviewed	PSD8B_ARATH	Putative 26S proteasome non-ATPase regulatory subunit 8 homolog B (26S proteasome regulatory subunit RPN12b) (AtRPN12b) (26S proteasome regulatory subunit S14 homolog B)	RPN12B At5g42040 MJC20.14	Arabidopsis thaliana (Mouse-ear cress)	233	RPN12B
Q9VA12	reviewed	PSA4L_DROME	Proteasome subunit alpha type-4-like	Prosalpha3T CG1736	Drosophila melanogaster (Fruit fly)	251	Prosalpha3T
Q9VM46	reviewed	SEM1_DROME	Probable 26S proteasome complex subunit sem1	Sem1 CG13779	Drosophila melanogaster (Fruit fly)	79	Sem1
P02889	reviewed	PSMD8_DICDI	Probable 26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (Protein M4) (Vegetative cell protein X)	psmD8-1 M4 DDB_G0272564; psmD8-2 M4 DDB_G0273979	Dictyostelium discoideum (Social amoeba)	263	psmD8-1; psmD8-2
P34064	reviewed	PSA5_RAT	Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	Psma5	Rattus norvegicus (Rat)	241	Psma5
Q9JHW0	reviewed	PSB7_RAT	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	Psmb7	Rattus norvegicus (Rat)	277	Psmb7
Q8BJY1	reviewed	PSMD5_MOUSE	26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B)	Psmd5 Kiaa0072	Mus musculus (Mouse)	504	Psmd5
Q4FZT9	reviewed	PSMD2_RAT	26S proteasome non-ATPase regulatory subunit 2	Psmd2	Rattus norvegicus (Rat)	908	Psmd2
Q86IJ1	reviewed	PSDE_DICDI	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (Sks1 multidrug resistance protein homolog)	psmD14 sks1 DDB_G0272566	Dictyostelium discoideum (Social amoeba)	306	psmD14
P0C7N9	reviewed	PSMG4_MOUSE	Proteasome assembly chaperone 4 (PAC-4) (mPAC4)	Psmg4 Pac4	Mus musculus (Mouse)	123	Psmg4
Q54JM5	reviewed	PSMD1_DICDI	26S proteasome non-ATPase regulatory subunit 1	psmD1 DDB_G0287953	Dictyostelium discoideum (Social amoeba)	975	psmD1
Q54BC6	reviewed	PSMD2_DICDI	26S proteasome non-ATPase regulatory subunit 2	psmD2 DDB_G0293752	Dictyostelium discoideum (Social amoeba)	893	psmD2
Q9CZH3	reviewed	PSMG3_MOUSE	Proteasome assembly chaperone 3 (PAC-3) (mPAC3)	Psmg3 Pac3	Mus musculus (Mouse)	122	Psmg3
Q3ZBR6	reviewed	SEM1_BOVIN	26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Split hand/foot malformation type 1 protein homolog)	SEM1 DSS1 SHFDG1 SHFM1	Bos taurus (Bovine)	70	SEM1
P40307	reviewed	PSB2_RAT	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	Psmb2	Rattus norvegicus (Rat)	201	Psmb2
Q9CQT5	reviewed	POMP_MOUSE	Proteasome maturation protein (Proteassemblin) (Protein UMP1 homolog) (mUMP1)	Pomp	Mus musculus (Mouse)	141	Pomp
P40328	reviewed	TBP6_YEAST	Probable 26S proteasome subunit YTA6 (Tat-binding homolog 6)	YTA6 YPL074W LPF11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	754	YTA6
O73817	reviewed	PSB3_ONCMY	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	psmb3	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	205	psmb3
Q8W3M6	reviewed	UBCP_ARATH	Ubiquitin-like domain-containing CTD phosphatase (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1)	At4g06599 T11G11	Arabidopsis thaliana (Mouse-ear cress)	340	
A0PQT3	reviewed	PSB_MYCUA	Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PrcB)	prcB MUL_2331	Mycobacterium ulcerans (strain Agy99)	289	prcB
A1KKF3	reviewed	PSB_MYCBP	Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PrcB)	prcB BCG_2127c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	291	prcB
A1SK14	reviewed	PSA_NOCSJ	Proteasome subunit alpha (20S proteasome alpha subunit) (Proteasome core protein PrcA)	prcA Noca_2646	Nocardioides sp. (strain ATCC BAA-499 / JS614)	255	prcA
