Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q9BSJ2	reviewed	GCP2_HUMAN	Gamma-tubulin complex component 2 (GCP-2) (hGCP2) (Gamma-ring complex protein 103 kDa) (h103p) (hGrip103) (Spindle pole body protein Spc97 homolog) (hSpc97)	TUBGCP2 GCP2	Homo sapiens (Human)	902	TUBGCP2
Q5PPI9	reviewed	TTLL1_RAT	Polyglutamylase complex subunit TTLL1 (EC 6.3.2.-) (Tubulin polyglutamylase TTLL1) (Tubulin polyglutamylase complex subunit 3) (PGs3) (Tubulin--tyrosine ligase-like protein 1)	Ttll1	Rattus norvegicus (Rat)	423	Ttll1
Q96CW5	reviewed	GCP3_HUMAN	Gamma-tubulin complex component 3 (GCP-3) (hGCP3) (Gamma-ring complex protein 104 kDa) (h104p) (hGrip104) (Spindle pole body protein Spc98 homolog) (hSpc98)	TUBGCP3 GCP3	Homo sapiens (Human)	907	TUBGCP3
A4Q9E8	reviewed	TTLL6_MOUSE	Tubulin polyglutamylase TTLL6 (EC 6.3.2.-) (Protein polyglutamylase TTLL6) (Tubulin--tyrosine ligase-like protein 6)	Ttll6	Mus musculus (Mouse)	822	Ttll6
Q80UG8	reviewed	TTLL4_MOUSE	Tubulin monoglutamylase TTLL4 (EC 6.3.2.-) (Protein monoglutamylase TTLL4) (Tubulin--tyrosine ligase-like protein 4)	Ttll4 Kiaa0173	Mus musculus (Mouse)	1193	Ttll4
Q91V51	reviewed	TTLL1_MOUSE	Polyglutamylase complex subunit TTLL1 (EC 6.3.2.-) (Tubulin polyglutamylase TTLL1) (Tubulin polyglutamylase complex subunit 3) (PGs3) (Tubulin--tyrosine ligase-like protein 1) (p49)	Ttll1	Mus musculus (Mouse)	423	Ttll1
P39723	reviewed	MBO1_YEAST	Gamma tubulin complex adapter SPC72	SPC72 LDB4 SPI6 YAL047C FUN42	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622	SPC72
A8CVX7	reviewed	TTLL6_DANRE	Tubulin polyglutamylase ttll6 (EC 6.3.2.-) (Protein polyglutamylase TTLL6) (Tubulin tyrosine ligase-like family member 6)	ttll6	Danio rerio (Zebrafish) (Brachydanio rerio)	778	ttll6
Q8IMC6	reviewed	ASATR_DROME	Tau-tubulin kinase homolog Asator (EC 2.7.11.1)	Asator CG11533	Drosophila melanogaster (Fruit fly)	1262	Asator
P46675	reviewed	STU2_YEAST	Protein STU2 (Suppressor of tubulin 2)	STU2 YLR045C L2108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	888	STU2
Q3UVR3	reviewed	TTBK2_MOUSE	Tau-tubulin kinase 2 (EC 2.7.11.1) (Protein bartleby)	Ttbk2 Bby Kiaa0847 Ttbk1	Mus musculus (Mouse)	1243	Ttbk2
P91910	reviewed	TBA3_CAEEL	Tubulin alpha-3 chain (EC 3.6.5.-) (Mechanosensory abnormality protein 12) (MEC-12) [Cleaved into: Detyrosinated tubulin alpha-3 chain]	mec-12 tba-3 C44B11.3	Caenorhabditis elegans	450	mec-12
P38198	reviewed	STU1_YEAST	Protein STU1 (Suppressor of tubulin 1)	STU1 YBL034C YBL0416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1513	STU1
Q9D1E6	reviewed	TBCB_MOUSE	Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)	Tbcb Ckap1	Mus musculus (Mouse)	244	Tbcb
O04350	reviewed	TBCA_ARATH	Tubulin-folding cofactor A (AtTFCA) (CFA) (Protein KIESEL) (TCP1-chaperonin cofactor A) (Tubulin-specific chaperone A)	TFCA KIS At2g30410 T06B20.22 T09D09.22	Arabidopsis thaliana (Mouse-ear cress)	113	TFCA
A0A644F0Y1	reviewed	TBG_GIAIC	Tubulin gamma chain (Gamma-tubulin) (Glgamma-tubulin)	GL50803_00114218 GL50803_114218	Giardia intestinalis (strain ATCC 50803 / WB clone C6) (Giardia lamblia)	472	
Q3KRE8	reviewed	TBB2B_RAT	Tubulin beta-2B chain (T beta-15)	Tubb2b Tubb2a	Rattus norvegicus (Rat)	445	Tubb2b
Q99MS8	reviewed	TPGS1_MOUSE	Tubulin polyglutamylase complex subunit 1 (PGs1) (p32)	Tpgs1 Gm16517 Gtrgeo22	Mus musculus (Mouse)	303	Tpgs1
Q9VV43	reviewed	TPPP_DROME	Tubulin polymerization-promoting protein homolog (TPPP) (Protein ringmaker)	ringer CG45057	Drosophila melanogaster (Fruit fly)	192	ringer
Q9VAP2	reviewed	DGT6_DROME	Augmin complex subunit dgt6 (Dim gamma-tubulin 6)	dgt6 CG11881	Drosophila melanogaster (Fruit fly)	654	dgt6
P41351	reviewed	TBA_TETTH	Tubulin alpha chain (EC 3.6.5.-) (Alpha-tubulin) [Cleaved into: Detyrosinated tubulin alpha chain]		Tetrahymena thermophila	449	
P02554	reviewed	TBB_PIG	Tubulin beta chain (Beta-tubulin)		Sus scrofa (Pig)	445	
P18695	reviewed	TBG_EMENI	Tubulin gamma chain (Gamma-tubulin)	mipA AN0676	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	454	mipA
P05219	reviewed	TBB_SCHPO	Tubulin beta chain (Beta-tubulin)	nda3 alp12 SPBC26H8.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	448	nda3
P25295	reviewed	TBG_SCHPO	Tubulin gamma chain (Gamma-tubulin)	gtb1 tug1 SPBC32F12.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	446	gtb1
P53377	reviewed	TBG_NEUCR	Tubulin gamma chain (Gamma-tubulin)	tbg tub4 G17A4.160 NCU03954	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	461	tbg
A4Q9F3	reviewed	TTL10_MOUSE	Protein polyglycylase TTLL10 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 10)	Ttll10	Mus musculus (Mouse)	704	Ttll10
Q67Z52	reviewed	TBCB_ARATH	Tubulin-folding cofactor B (AtTFCB) (Protein EMBRYO DEFECTIVE 2804)	TFCB EMB2804 TBCB At3g10220 F14P13.18	Arabidopsis thaliana (Mouse-ear cress)	243	TFCB
A4Q9F1	reviewed	TTLL8_MOUSE	Protein monoglycylase TTLL8 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 8)	Ttll8	Mus musculus (Mouse)	832	Ttll8
Q9V9V9	reviewed	NAT9_DROME	Alpha/beta-tubulin-N-acetyltransferase 9 (EC 2.3.1.308) (Microtubule-associated Nat9)	Mnat9 CG11539	Drosophila melanogaster (Fruit fly)	200	Mnat9
P68361	reviewed	TBA1B_CRIGR	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin 1) (Alpha-tubulin I) (Tubulin alpha-1 chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B TUBA1	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	451	TUBA1B
P68362	reviewed	TBA1A_CRIGR	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 2) (Alpha-tubulin II) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A TUBA2	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	451	TUBA1A
P68360	reviewed	TBA1B_MERUN	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin 1) (Alpha-tubulin I) (Tubulin alpha-1 chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B TUBA1	Meriones unguiculatus (Mongolian jird) (Gerbillus unguiculatus)	451	TUBA1B
P68365	reviewed	TBA1C_CRIGR	Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 3) (Alpha-tubulin III) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	TUBA1C TUBA3	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	449	TUBA1C
A5A6J1	reviewed	TBA1A_PANTR	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A TUBA3	Pan troglodytes (Chimpanzee)	451	TUBA1A
Q4R538	reviewed	TBA1B_MACFA	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B QccE-20727	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	451	TUBA1B
Q5R1W4	reviewed	TBA1B_PANTR	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B	Pan troglodytes (Chimpanzee)	451	TUBA1B
Q2XVP4	reviewed	TBA1B_PIG	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B	Sus scrofa (Pig)	451	TUBA1B
P02550	reviewed	TBA1A_PIG	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Tubulin alpha-1 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A	Sus scrofa (Pig)	451	TUBA1A
P10653	reviewed	TBB1_EMENI	Tubulin beta-1 chain (Beta-1-tubulin)	benA rhiA AN1182	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	447	benA
Q91060	reviewed	TBA_NOTVI	Tubulin alpha chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha chain]		Notophthalmus viridescens (Eastern newt) (Triturus viridescens)	450	
O22347	reviewed	TBA1_ELEIN	Tubulin alpha-1 chain (EC 3.6.5.-) (Alpha-1-tubulin)	TUBA1 TUA1	Eleusine indica (Goosegrass) (Cynosurus indicus)	451	TUBA1
P30436	reviewed	TBA_ONCKE	Tubulin alpha chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha chain]		Oncorhynchus keta (Chum salmon) (Salmo keta)	450	
Q94570	reviewed	TBA2_HOMAM	Tubulin alpha-2 chain (EC 3.6.5.-) (Alpha-II tubulin)		Homarus americanus (American lobster)	451	
P14640	reviewed	TBA1_MAIZE	Tubulin alpha-1 chain (EC 3.6.5.-) (Alpha-1-tubulin)	TUBA1 TUA1	Zea mays (Maize)	451	TUBA1
P22275	reviewed	TBA3_MAIZE	Tubulin alpha-3 chain (EC 3.6.5.-) (Alpha-3-tubulin)	TUBA3 TUA3	Zea mays (Maize)	450	TUBA3
Q5R943	reviewed	TBB5_PONAB	Tubulin beta chain (Tubulin beta-5 chain)	TUBB TUBB5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	444	TUBB
B3FK34	reviewed	PHUZ_BP201	Phage tubulin-like protein (PhuZ) (EC 3.6.5.-) (Phage tubulin/FtsZ) (Tubulin-like protein TubZ)	201phi2-1p059	Pseudomonas phage 201phi2-1 (Pseudomonas chlororaphis phage 201phi2-1)	315	
P69893	reviewed	TBB5_CRIGR	Tubulin beta-5 chain (Beta-tubulin isotype I) (Class I beta-tubulin)	TUBB5 TUBB	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	444	TUBB5
P08537	reviewed	TBA_XENLA	Tubulin alpha chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha chain]	tuba tuba1	Xenopus laevis (African clawed frog)	449	tuba
Q28IX8	reviewed	TBA_XENTR	Tubulin alpha chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha chain]	tuba tuba1 TNeu063j16.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	449	tuba
Q767L7	reviewed	TBB5_PIG	Tubulin beta chain (Tubulin beta-5 chain)	TUBB TUBB5	Sus scrofa (Pig)	444	TUBB
P14641	reviewed	TBA2_MAIZE	Tubulin alpha-2 chain (EC 3.6.5.-) (Alpha-2-tubulin)	TUBA2 TUA2	Zea mays (Maize)	451	TUBA2
Q9Z2V5	reviewed	HDAC6_MOUSE	Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Histone deacetylase mHDA2) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	Hdac6	Mus musculus (Mouse)	1149	Hdac6
P32882	reviewed	TBB2_CHICK	Tubulin beta-2 chain (Beta-tubulin class-II)		Gallus gallus (Chicken)	445	
Q27957	reviewed	TPPP_BOVIN	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (p25-alpha)	TPPP	Bos taurus (Bovine)	218	TPPP
Q60HC2	reviewed	TBB3_MACFA	Tubulin beta-3 chain (Tubulin beta-4 chain)	TUBB3 TUBB4 QccE-11995 QccE-15186	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	450	TUBB3
P04105	reviewed	TBAN_PHYPO	Tubulin alpha-1B chain (EC 3.6.5.-) (Tubulin alpha-N chain)	ALTBN ALTB1	Physarum polycephalum (Slime mold)	449	ALTBN
Q6AYK9	reviewed	CDYL_RAT	Chromodomain Y-like protein (CDY-like) (Crotonyl-CoA hydratase) (EC 4.2.1.-) (Putative tubulin acetyltransferase Cdyl) (EC 2.3.1.-)	Cdyl	Rattus norvegicus (Rat)	589	Cdyl
P36220	reviewed	TBA_TORMA	Tubulin alpha chain (EC 3.6.5.-) (Alpha T6) [Cleaved into: Detyrosinated tubulin alpha chain]		Torpedo marmorata (Marbled electric ray)	451	
P0CAZ0	reviewed	TTL3B_TETTS	Tubulin glycylase 3B (EC 6.3.2.-)	TTLL3B TTHERM_00125600	Tetrahymena thermophila (strain SB210)	1179	TTLL3B
Q9FT36	reviewed	TBA_DAUCA	Tubulin alpha chain (EC 3.6.5.-)	TBA	Daucus carota (Wild carrot)	451	TBA
F7E540	reviewed	TTLL7_XENTR	Tubulin polyglutamylase TTLL7 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 7)	ttll7	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	909	ttll7
P02552	reviewed	TBA1_CHICK	Tubulin alpha-1 chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1 chain]		Gallus gallus (Chicken)	412	
B2GUB3	reviewed	TTLL3_XENTR	Tubulin tyrosine ligase 3 (EC 6.3.2.-) (Tubulin--tyrosine ligase protein 3)	ttll3	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	830	ttll3
Q23TC2	reviewed	TTL3A_TETTS	Tubulin glycylase 3A (EC 6.3.2.-)	TTLL3A TTHERM_00666600	Tetrahymena thermophila (strain SB210)	875	TTLL3A
P87066	reviewed	TBA_CANAX	Tubulin alpha chain (EC 3.6.5.-)	TUB1	Candida albicans (Yeast)	448	TUB1
Q58CX6	reviewed	ATAT_BOVIN	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	ATAT1 MEC17	Bos taurus (Bovine)	225	ATAT1
Q6MG11	reviewed	ATAT_RAT	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	Atat1 Mec17	Rattus norvegicus (Rat)	421	Atat1
Q7TQD2	reviewed	TPPP_MOUSE	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p25-alpha)	Tppp	Mus musculus (Mouse)	218	Tppp
Q8K341	reviewed	ATAT_MOUSE	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	Atat1 Mec17	Mus musculus (Mouse)	421	Atat1
O45100	reviewed	ATAT1_CAEEL	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT 1) (TAT 1) (EC 2.3.1.108) (Mechanosensory abnormality protein 17)	mec-17 F57H12.7	Caenorhabditis elegans	262	mec-17
Q6PH17	reviewed	ATAT_DANRE	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	atat1 mec17 si:ch211-152p11.5 zgc:65893	Danio rerio (Zebrafish) (Brachydanio rerio)	297	atat1
Q9FG37	reviewed	GACP3_ARATH	Gamma-tubulin complex component 3 (AtGCP3) (GCP-3) (Spindle pole body component 98) (AtSPC98)	GCP3 SPC98 At5g06680 MPH15.2	Arabidopsis thaliana (Mouse-ear cress)	838	GCP3
D3ZQL7	reviewed	TPPP_RAT	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p25-alpha)	Tppp	Rattus norvegicus (Rat)	218	Tppp
Q9XYP7	reviewed	GCP2_DROME	Gamma-tubulin complex component 2 homolog (Gamma-ring complex protein 84 kDa) (d84p) (dGrip84)	Grip84 CG3917	Drosophila melanogaster (Fruit fly)	852	Grip84
P04689	reviewed	TBA2_SCHPO	Tubulin alpha-2 chain (EC 3.6.5.-)	tub1 alp2 atb2 SPBC800.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	449	tub1
P04688	reviewed	TBA1_SCHPO	Tubulin alpha-1 chain (EC 3.6.5.-)	nda2 SPBC16A3.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	455	nda2
P09204	reviewed	TBA1_CHLRE	Tubulin alpha-1 chain (EC 3.6.5.-)	TUBA1	Chlamydomonas reinhardtii (Chlamydomonas smithii)	451	TUBA1
P46259	reviewed	TBA1_PEA	Tubulin alpha-1 chain (EC 3.6.5.-)	TUBA1	Pisum sativum (Garden pea) (Lathyrus oleraceus)	452	TUBA1
P50258	reviewed	TBAD_PHYPO	Tubulin alpha-1A chain (EC 3.6.5.-)	ALTA	Physarum polycephalum (Slime mold)	450	ALTA
Q40832	reviewed	TBA2_PELFA	Tubulin alpha-2 chain (EC 3.6.5.-)	TUBA2	Pelvetia fastigiata (Brown alga) (Fucodium fastigiatum)	453	TUBA2
P24633	reviewed	TBA1_EMENI	Tubulin alpha-1 chain (EC 3.6.5.-)	tubA AN0316	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	449	tubA
P18288	reviewed	TBAT_ONCMY	Tubulin alpha chain, testis-specific (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha chain, testis-specific]		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	450	
P18258	reviewed	TBA1_PARLI	Tubulin alpha-1 chain (EC 3.6.5.-)		Paracentrotus lividus (Common sea urchin)	452	
P09205	reviewed	TBA2_CHLRE	Tubulin alpha-2 chain (EC 3.6.5.-)	TUBA2	Chlamydomonas reinhardtii (Chlamydomonas smithii)	451	TUBA2
Q9C5H9	reviewed	GACP2_ARATH	Gamma-tubulin complex component 2 (AtGCP2) (GCP-2) (Protein SPIRAL 3) (Spindle pole body protein Spc97 homolog) (AtSpc97)	GCP2 SPC97 SPR3 At5g17410 T10B6.70	Arabidopsis thaliana (Mouse-ear cress)	678	GCP2
P0CJ62	reviewed	RITA1_XENLA	RBPJ-interacting and tubulin-associated protein 1 (RBPJ-interacting and tubulin-associated protein)	rita1 rita	Xenopus laevis (African clawed frog)	239	rita1
Q03555	reviewed	GEPH_RAT	Gephyrin (Putative glycine receptor-tubulin linker protein) [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]	Gphn Gph	Rattus norvegicus (Rat)	768	Gphn
P41383	reviewed	TBA2_PATVU	Tubulin alpha-2/alpha-4 chain (EC 3.6.5.-)	TUB2; TUB4	Patella vulgata (Common limpet)	452	TUB2; TUB4
Q9C9T3	reviewed	MZT1A_ARATH	Mitotic-spindle organizing protein 1A (GCP3-interacting protein 2) (AtGIP2) (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1A) (AtGIP1A)	GIP2 GIP1A At1g73790 F25P22.21	Arabidopsis thaliana (Mouse-ear cress)	67	GIP2
Q9M0N8	reviewed	MZT1B_ARATH	Mitotic-spindle organizing protein 1B (GCP3-interacting protein 1) (AtGIP1) (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1B) (AtGIP1B)	GIP1 GIP1B At4g09550 T15G18.30	Arabidopsis thaliana (Mouse-ear cress)	71	GIP1
Q74P24	reviewed	TUBZ_BACC1	Tubulin-like protein TubZ (EC 3.6.5.-) (FtsZ-like protein TubZ-Bc) (FtsZ/tubulin-like protein TubZ) (Plasmid replication protein RepX)	tubZ repX BCE_A0070	Bacillus cereus (strain ATCC 10987 / NRS 248)	435	tubZ
Q9X315	reviewed	TUBZ_BACAN	Tubulin-like protein TubZ (EC 3.6.5.-) (FtsZ-like protein TubZ-Ba) (FtsZ/tubulin-like protein TubZ) (Plasmid replication protein RepX)	tubZ repX pXO1-45 BXA0067 GBAA_pXO1_0067	Bacillus anthracis	435	tubZ
Q10197	reviewed	ALP1_SCHPO	Tubulin-folding cofactor D (Altered polarity protein 1)	alp1 SPBC11C11.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1105	alp1
Q8NG68	reviewed	TTL_HUMAN	Tubulin--tyrosine ligase (TTL) (EC 6.3.2.25)	TTL	Homo sapiens (Human)	377	TTL
Q8KNP3	reviewed	TUBZ_BACTI	Tubulin-like protein TubZ (EC 3.6.5.-) (FtsZ-like protein TubZ-Bt)	tubZ ATN07_33550 pBt156	Bacillus thuringiensis subsp. israelensis	484	tubZ
Q9USP7	reviewed	MBO2_SCHPO	Gamma tubulin complex adapter mto2 (Microtubule organizer protein 2)	mto2 SPBC902.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	397	mto2
Q68CL5	reviewed	TPGS2_HUMAN	Tubulin polyglutamylase complex subunit 2 (PGs2)	TPGS2 C18orf10 HMFN0601 L17	Homo sapiens (Human)	300	TPGS2
O94488	reviewed	MBO1_SCHPO	Gamma tubulin complex adapter mto1 (Microtubule organizer protein 1) (Morphology defective protein 20)	mto1 mbo1 mod20 SPCC417.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1115	mto1
Q7L2K0	reviewed	TEDC2_HUMAN	Tubulin epsilon and delta complex protein 2	TEDC2 C16orf59	Homo sapiens (Human)	433	TEDC2
Q86SX3	reviewed	TEDC1_HUMAN	Tubulin epsilon and delta complex protein 1	TEDC1 C14orf80	Homo sapiens (Human)	495	TEDC1
Q8IUZ0	reviewed	LRC49_HUMAN	Leucine-rich repeat-containing protein 49 (Centriolar satellite-associated tubulin polyglutamylase complex regulator 2) (Tubulin polyglutamylase complex subunit 4) (PGs4)	LRRC49 CSTPP2	Homo sapiens (Human)	686	LRRC49
Q9BSH3	reviewed	NICN1_HUMAN	Nicolin-1 (NPCEDRG) (Tubulin polyglutamylase complex subunit 5) (PGs5)	NICN1	Homo sapiens (Human)	213	NICN1
Q9BW30	reviewed	TPPP3_HUMAN	Tubulin polymerization-promoting protein family member 3 (TPPP/p20)	TPPP3 CGI-38	Homo sapiens (Human)	176	TPPP3
Q55AR3	reviewed	TBG_DICDI	Tubulin gamma chain (Gamma-tubulin)	tubC DDB_G0271738	Dictyostelium discoideum (Social amoeba)	462	tubC
P59282	reviewed	TPPP2_HUMAN	Tubulin polymerization-promoting protein family member 2 (Protein p25-beta) (TPPP/p18)	TPPP2 C14orf8	Homo sapiens (Human)	170	TPPP2
Q5QJ74	reviewed	TBCEL_HUMAN	Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35)	TBCEL LRRC35	Homo sapiens (Human)	424	TBCEL
Q8H7U1	reviewed	TBB2_ORYSJ	Tubulin beta-2 chain (Beta-2-tubulin)	TUBB2 TUB2 Os03g0105600 LOC_Os03g01530 OSJNBa0009C08.10	Oryza sativa subsp. japonica (Rice)	447	TUBB2
P29514	reviewed	TBB6_ARATH	Tubulin beta-6 chain (Beta-6-tubulin)	TUBB6 TUB6 At5g12250 MXC9.21	Arabidopsis thaliana (Mouse-ear cress)	449	TUBB6
P46265	reviewed	TBB5_ORYSJ	Tubulin beta-5 chain (Beta-5-tubulin)	TUBB5 OSTB-50 R2242 TUB5 Os02g0167300 LOC_Os02g07060 OsJ_05524 OSJNBa0085K21.33	Oryza sativa subsp. japonica (Rice)	447	TUBB5
Q43594	reviewed	TBB1_ORYSJ	Tubulin beta-1 chain (Beta-1-tubulin)	TUBB1 OSTB-34 TUB1 Os01g0282800 LOC_Os01g18050 OSJNBa0004B13.5 P0581F09.13	Oryza sativa subsp. japonica (Rice)	447	TUBB1
P29516	reviewed	TBB8_ARATH	Tubulin beta-8 chain (Beta-8-tubulin)	TUBB8 TUB8 At5g23860 MRO11.10	Arabidopsis thaliana (Mouse-ear cress)	449	TUBB8
P41937	reviewed	TBB4_CAEEL	Tubulin beta-4 chain (Beta-4-tubulin)	tbb-4 B0272.1	Caenorhabditis elegans	444	tbb-4
P61857	reviewed	TBB2_DROME	Tubulin beta-2 chain (Beta-2-tubulin)	betaTub85D TubB85D CG9359	Drosophila melanogaster (Fruit fly)	446	betaTub85D
Q24560	reviewed	TBB1_DROME	Tubulin beta-1 chain (Beta-1-tubulin)	betaTub56D CG9277	Drosophila melanogaster (Fruit fly)	447	betaTub56D
Q2HJB8	reviewed	TBA8_BOVIN	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	TUBA8	Bos taurus (Bovine)	449	TUBA8
Q8BYA0	reviewed	TBCD_MOUSE	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (Tubulin-folding cofactor D)	Tbcd	Mus musculus (Mouse)	1196	Tbcd
P45960	reviewed	TBB4_ORYSJ	Tubulin beta-4 chain (Beta-4-tubulin)	TUBB4 OSTB-16 R1623 RTUB-1 TUB4 Os01g0805900 LOC_Os01g59150 P0034E02.62	Oryza sativa subsp. japonica (Rice)	447	TUBB4
Q32KM1	reviewed	TBG2_BOVIN	Tubulin gamma-2 chain (Gamma-2-tubulin)	TUBG2	Bos taurus (Bovine)	451	TUBG2
Q76FS2	reviewed	TBB8_ORYSJ	Tubulin beta-8 chain (Beta-8-tubulin)	TUBB8 TUB8 Os03g0661300 LOC_Os03g45920 OSJNBa0034D21.30 OSJNBb0065L20.6	Oryza sativa subsp. japonica (Rice)	446	TUBB8
P0CF96	reviewed	MZT1_SCHPO	Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1) (Transcripts altered in meiosis protein 4)	mzt1 tam4 SPAC9G1.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	64	mzt1
Q6P9T8	reviewed	TBB4B_RAT	Tubulin beta-4B chain (Tubulin beta-2C chain)	Tubb4b Tubb2c	Rattus norvegicus (Rat)	445	Tubb4b
A1Z6J5	reviewed	TBCE_DROME	Tubulin-specific chaperone E (Tubulin-folding cofactor E)	Tbce CG7861	Drosophila melanogaster (Fruit fly)	523	Tbce
